cluster_name,recipe_filename,avg_job_duration_ms
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_CONSENTIMIENTO_UPDATE.json,722758.6666666667
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_DM_LKP_TIPO_USUARIO.json,721281.1666666666
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_LOAD_LKP_PERFIL_AGENTE_INSERT.json,721248.2857142857
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_LOAD_LKP_EVENTO_TRANSACCION_UPDATE.json,720707.6666666666
cluster-wf-dwh-load-t-03-00-0300,_ETL_m_DWH_L_GEST_MES.json,719548.8571428572
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_DM_LKP_CONTRATOS_DBLINE_UPDATE.json,719357.5
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_LOAD_LKP_EVENTO_TRANSACCION_INSERT.json,719142
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_D_EXCEPCION_LIQUID_AUTO_UPDATE.json,718448.6666666666
cluster-wf-dmr-load-e338500b-0100,_ETL_m_DWH_D_IMPAGADO_REC_TJ_UPDATE.json,718135.4
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_TABLGEN_HIST_UPDATE.json,716649.6666666666
stg-to-ods-current-accounts-385-20,_ETL_m_ODS_KW_111T_MOV_CUENTAS.json,714965.5
stg-to-ods-sg-insurances-and-pensd,_ETL_m_ODS_TSG_Z5_HIST_POS_CONT.json,714343.5
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_LOAD_LKP_RESULTADO_TRANSACCION_INSERT.json,714125.2857142857
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_LOAD_LKP_SITUACION_MOVIMIENTO_INSERT.json,713221.7142857142
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_D_TG_1217_IDENT_NACIONAL_UPDATE.json,712969.142857143
cluster-wf-dmr-load-t-03-45-0345,_ETL_m_RDM_D_TIPO_ACTIVO_CIRBE.json,712867.8
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_DM_LKP_MOT_SIT_SERVICIO.json,712471.5
