cluster_name,dag_id,no_of_jobs,num_of_workers,worker_machine_type,master_machine_type,total_active_minutes,estimated_cost_eur,TIMER_NAME,TIMER_TIME
cluster-wf-dwh-load-t-21-04-2104,wf_DWH_LOAD_T_21_04,17,6,e2-standard-32,e2-standard-32,22.78,4.2867,T_21_04_CESOP_ALL_DL,22:04
cluster-wf-load-info-6c8abf4b-0130,wf_LOAD_Infocentro_T_01_30,11,6,n2d-standard-32,n2d-standard-32,10.60,2.6502,T_01_30_TG,02:30
comparator-mis-590-2-a,UNKNOWN_DAG_ID,5,6,n2-standard-32,n2-standard-32,4.79,1.3065,ZERO_TIMER,00:00
comparator-mis-590-2-m,UNKNOWN_DAG_ID,18,6,n2-standard-32,n2-standard-32,18.66,5.0857,ZERO_TIMER,00:00
stg-to-ods-mis-590-2-c,UNKNOWN_DAG_ID,2,6,e2-standard-32,e2-standard-32,9.93,1.8691,ZERO_TIMER,00:00
stg-to-ods-mis-590-2-j,UNKNOWN_DAG_ID,4,6,n2-standard-32,n2-standard-32,32.01,8.7236,ZERO_TIMER,00:00
stg-to-ods-payments-544-2-b,UNKNOWN_DAG_ID,6,6,n2d-standard-32,n2d-standard-32,7.11,1.7793,ZERO_TIMER,00:00
stg-to-ods-payments-544-2-f,UNKNOWN_DAG_ID,15,6,n2d-standard-32,n2d-standard-32,14.31,3.5792,ZERO_TIMER,00:00
cluster-wf-dmr-load-t-03-10-0310,wf_DMR_LOAD_T_03_10,9,5,e2-standard-32,e2-standard-32,7.20,1.1611,T_03_10_SE,04:10
cluster-wf-dwh-load-t-22-34-2234,wf_DWH_LOAD_T_22_34,6,5,n2-standard-32,n2-standard-32,5.66,1.3227,T_22_34,23:34
comparator-adp-global-view-36267-1,UNKNOWN_DAG_ID,4,5,n2d-standard-32,n2d-standard-32,3.86,0.8276,ZERO_TIMER,00:00
comparator-alerts-and-advices-sys1,UNKNOWN_DAG_ID,2,5,n2-standard-32,n2-standard-32,8.96,2.0932,ZERO_TIMER,00:00
comparator-cirbe-22112-1-b,UNKNOWN_DAG_ID,8,5,e2-standard-32,e2-standard-32,12.29,1.9828,ZERO_TIMER,00:00
comparator-cirbe-22112-1-d,UNKNOWN_DAG_ID,4,5,n2d-standard-32,n2d-standard-32,5.85,1.2533,ZERO_TIMER,00:00
comparator-collection-administ-unf,UNKNOWN_DAG_ID,5,5,n2d-standard-32,n2d-standard-32,4.13,0.8852,ZERO_TIMER,00:00
comparator-contrack-35644-1,UNKNOWN_DAG_ID,13,5,n2-standard-32,n2-standard-32,13.26,3.0987,ZERO_TIMER,00:00
comparator-db-record-keeping-es-12,UNKNOWN_DAG_ID,3,5,n2-standard-32,n2-standard-32,3.15,0.7366,ZERO_TIMER,00:00
comparator-exposure-risk-29832-1-a,UNKNOWN_DAG_ID,5,5,n2-standard-32,n2-standard-32,5.63,1.3144,ZERO_TIMER,00:00
comparator-general-ledger-5900-2-a,UNKNOWN_DAG_ID,11,5,e2-standard-32,e2-standard-32,11.70,1.8875,ZERO_TIMER,00:00
comparator-general-tables-5898-1-a,UNKNOWN_DAG_ID,158,5,e2-standard-32,e2-standard-32,134.54,21.6991,ZERO_TIMER,00:00
comparator-general-tables-5898-1-b,UNKNOWN_DAG_ID,15,5,n2-standard-32,n2-standard-32,12.82,2.9938,ZERO_TIMER,00:00
comparator-guarantees-confirmingd,UNKNOWN_DAG_ID,14,5,e2-standard-32,e2-standard-32,19.79,3.1912,ZERO_TIMER,00:00
comparator-insolvencies-system-63a,UNKNOWN_DAG_ID,4,5,n2d-standard-32,n2d-standard-32,7.14,1.5300,ZERO_TIMER,00:00
comparator-loans-and-leasing-527a,UNKNOWN_DAG_ID,23,5,n2d-standard-32,n2d-standard-32,16.23,3.4797,ZERO_TIMER,00:00
comparator-mis-590-2-e,UNKNOWN_DAG_ID,26,5,e2-standard-32,e2-standard-32,23.59,3.8038,ZERO_TIMER,00:00
comparator-mis-590-2-h,UNKNOWN_DAG_ID,21,5,e2-standard-32,e2-standard-32,18.39,2.9660,ZERO_TIMER,00:00
comparator-mis-590-2-n,UNKNOWN_DAG_ID,47,5,n2d-standard-32,n2d-standard-32,39.49,8.4665,ZERO_TIMER,00:00
comparator-operation-flow-managem1,UNKNOWN_DAG_ID,7,5,e2-standard-32,e2-standard-32,9.79,1.5785,ZERO_TIMER,00:00
comparator-partner-data-4433-1-b,UNKNOWN_DAG_ID,9,5,e2-standard-32,e2-standard-32,7.83,1.2636,ZERO_TIMER,00:00
comparator-partner-data-4433-1-c,UNKNOWN_DAG_ID,10,5,e2-standard-32,e2-standard-32,7.29,1.1752,ZERO_TIMER,00:00
comparator-partner-data-4433-1-d,UNKNOWN_DAG_ID,3,5,n2d-standard-32,n2d-standard-32,7.33,1.5705,ZERO_TIMER,00:00
comparator-partner-data-4433-1-e,UNKNOWN_DAG_ID,4,5,e2-standard-32,e2-standard-32,6.83,1.1017,ZERO_TIMER,00:00
comparator-partner-data-4433-1-g,UNKNOWN_DAG_ID,2,5,n2-standard-32,n2-standard-32,2.63,0.6148,ZERO_TIMER,00:00
comparator-payments-544-2-b,UNKNOWN_DAG_ID,6,5,n2d-standard-32,n2d-standard-32,8.55,1.8328,ZERO_TIMER,00:00
comparator-reporting-ho-es-230947,UNKNOWN_DAG_ID,32,5,n2-standard-32,n2-standard-32,23.11,5.3985,ZERO_TIMER,00:00
comparator-sfe-activa-cliente-2559,UNKNOWN_DAG_ID,9,5,e2-standard-32,e2-standard-32,7.85,1.2662,ZERO_TIMER,00:00
comparator-sfe-activa-cliente-255e,UNKNOWN_DAG_ID,7,5,n2-standard-32,n2-standard-32,6.45,1.5068,ZERO_TIMER,00:00
comparator-tesoreria-22115-1-b,UNKNOWN_DAG_ID,9,5,e2-standard-32,e2-standard-32,11.09,1.7884,ZERO_TIMER,00:00
stg-to-ods-customer-engagement-16c,UNKNOWN_DAG_ID,10,5,n2-standard-32,n2-standard-32,11.21,2.6177,ZERO_TIMER,00:00
stg-to-ods-db-mailroutinghub-es-18,UNKNOWN_DAG_ID,12,5,n2d-standard-32,n2d-standard-32,14.89,3.1914,ZERO_TIMER,00:00
stg-to-ods-general-ledger-5900-2-b,UNKNOWN_DAG_ID,4,5,e2-standard-32,e2-standard-32,8.34,1.3446,ZERO_TIMER,00:00
stg-to-ods-general-tables-5898-1-c,UNKNOWN_DAG_ID,9,5,n2d-standard-32,n2d-standard-32,7.41,1.5895,ZERO_TIMER,00:00
stg-to-ods-host-architecture-22096,UNKNOWN_DAG_ID,13,5,n2d-standard-32,n2d-standard-32,16.10,3.4527,ZERO_TIMER,00:00
stg-to-ods-insolvencies-system-63d,UNKNOWN_DAG_ID,4,5,n2-standard-32,n2-standard-32,5.29,1.2347,ZERO_TIMER,00:00
stg-to-ods-integrated-mailing-664a,UNKNOWN_DAG_ID,4,5,n2d-standard-32,n2d-standard-32,6.86,1.4706,ZERO_TIMER,00:00
